,chip,date,date_index,concentration,dataset,prob_neg_label_positive,total_label_positive,prob_pos_label_positive,prob_neg_label_rods,total_label_rods,prob_pos_label_rods,prob_neg_label_filaments,total_label_filaments,prob_pos_label_filaments,prob_neg_label_planktonic,total_label_planktonic,prob_pos_label_planktonic,prob_neg_label_clumped,total_label_clumped,prob_pos_label_clumped
0,0.0,20220524,1,0.0,0,0.2046413502109704,474.0,0.7953586497890296,1.0,474.0,0.0,1.0,474.0,0.0,0.2025316455696202,474.0,0.7974683544303798,0.4852320675105485,474.0,0.5147679324894515
1,5.0,20220602,1,0.0,1,0.4478260869565217,460.0,0.5521739130434783,1.0,460.0,0.0,1.0,460.0,0.0,0.4434782608695652,460.0,0.5565217391304348,0.5739130434782609,460.0,0.4260869565217391
2,0.0,20220628,1,0.0,2,0.0666666666666666,480.0,0.9333333333333332,1.0,480.0,0.0,1.0,480.0,0.0,0.0666666666666666,480.0,0.9333333333333332,0.1791666666666666,480.0,0.8208333333333334
3,0.0,20221012,1,0.0,4,0.1554621848739495,476.0,0.8445378151260505,1.0,476.0,0.0,1.0,476.0,0.0,0.1512605042016806,476.0,0.8487394957983194,0.4495798319327731,476.0,0.5504201680672269
4,0.0,20221013,1,0.0,5,0.3083700440528634,454.0,0.6916299559471366,1.0,454.0,0.0,1.0,454.0,0.0,0.3083700440528634,454.0,0.6916299559471366,0.5176211453744494,454.0,0.4823788546255506
5,0.0,20221031,1,0.0,6,0.0526315789473684,456.0,0.9473684210526316,1.0,456.0,0.0,1.0,456.0,0.0,0.0482456140350877,456.0,0.9517543859649122,0.3925438596491228,456.0,0.6074561403508771
6,0.0,20221031,2,0.0,7,0.05,440.0,0.95,1.0,440.0,0.0,1.0,440.0,0.0,0.0454545454545454,440.0,0.9545454545454546,0.2636363636363636,440.0,0.7363636363636363
7,0.0,20221122,1,0.0,8,0.0021834061135371,458.0,0.9978165938864628,1.0,458.0,0.0,1.0,458.0,0.0,0.0021834061135371,458.0,0.9978165938864628,0.1703056768558952,458.0,0.8296943231441047
8,0.0,20230111,1,0.0,9,0.3106382978723404,470.0,0.6893617021276597,1.0,470.0,0.0,1.0,470.0,0.0,0.2723404255319149,470.0,0.7276595744680852,0.8957446808510638,470.0,0.1042553191489361
9,0.0,20230221,1,0.0,11,0.1670378619153674,449.0,0.8329621380846326,0.4342984409799554,449.0,0.5657015590200446,0.935412026726058,449.0,0.0645879732739419,0.1469933184855233,449.0,0.8530066815144767,0.8418708240534521,449.0,0.1581291759465478
10,0.0,20230313,1,0.0,12,0.1911764705882352,476.0,0.8088235294117648,1.0,476.0,0.0,0.9957983193277312,476.0,0.0042016806722687,0.1638655462184874,476.0,0.8361344537815126,0.5861344537815126,476.0,0.4138655462184873
11,1.0,20221122,1,0.5,8,0.0239130434782608,460.0,0.9760869565217392,1.0,460.0,0.0,1.0,460.0,0.0,0.0239130434782608,460.0,0.9760869565217392,0.95,460.0,0.05
12,1.0,20230111,1,0.5,9,0.1142857142857142,455.0,0.8857142857142858,0.9956043956043956,455.0,0.0043956043956043,1.0,455.0,0.0,0.1076923076923077,455.0,0.8923076923076922,0.9296703296703296,455.0,0.0703296703296704
13,1.0,20230221,1,0.5,11,0.1244725738396624,474.0,0.8755274261603376,1.0,474.0,0.0,1.0,474.0,0.0,0.1160337552742616,474.0,0.8839662447257384,0.5611814345991561,474.0,0.4388185654008438
14,1.0,20230313,1,0.5,12,0.110091743119266,436.0,0.8899082568807339,1.0,436.0,0.0,1.0,436.0,0.0,0.1009174311926605,436.0,0.8990825688073395,0.9541284403669724,436.0,0.0458715596330275
15,2.0,20221122,1,1.0,8,0.0512249443207126,449.0,0.9487750556792874,1.0,449.0,0.0,1.0,449.0,0.0,0.042316258351893,449.0,0.957683741648107,0.9732739420935412,449.0,0.0267260579064587
16,2.0,20230111,1,1.0,9,0.0780911062906724,461.0,0.9219088937093276,0.9978308026030368,461.0,0.0021691973969631,1.0,461.0,0.0,0.0737527114967462,461.0,0.9262472885032538,0.9696312364425164,461.0,0.0303687635574836
17,2.0,20230221,1,1.0,11,0.3655030800821355,487.0,0.6344969199178645,0.997946611909651,487.0,0.002053388090349,1.0,487.0,0.0,0.3264887063655031,487.0,0.6735112936344969,0.8090349075975359,487.0,0.190965092402464
18,2.0,20230313,1,1.0,12,0.1957446808510638,470.0,0.8042553191489362,0.997872340425532,470.0,0.002127659574468,0.997872340425532,470.0,0.002127659574468,0.1787234042553191,470.0,0.8212765957446809,0.9957446808510638,470.0,0.0042553191489361
19,3.0,20221122,1,1.5,8,0.084090909090909,440.0,0.915909090909091,0.906818181818182,440.0,0.093181818181818,0.990909090909091,440.0,0.009090909090909,0.0795454545454545,440.0,0.9204545454545456,0.9931818181818182,440.0,0.0068181818181818
20,3.0,20230111,1,1.5,9,0.0706638115631691,467.0,0.9293361884368307,0.9978586723768736,467.0,0.0021413276231263,1.0,467.0,0.0,0.0663811563169164,467.0,0.9336188436830836,0.974304068522484,467.0,0.025695931477516
21,3.0,20230221,1,1.5,11,0.20042194092827,474.0,0.79957805907173,0.9746835443037974,474.0,0.0253164556962025,0.9978902953586498,474.0,0.0021097046413501,0.1856540084388185,474.0,0.8143459915611815,0.6392405063291139,474.0,0.3607594936708861
