,precision,recall,F1score
0,0.9682539682539683,0.9682539682539683,0.9682539682539683
1,0.9505813953488372,0.9732142857142857,0.961764705882353
2,0.8829787234042553,0.7904761904761904,0.8341708542713567
3,0.8291139240506329,0.8733333333333333,0.8506493506493507
4,0.8367346938775511,0.8367346938775511,0.8367346938775511
